,Date,fips,cases,deaths,High,Low,Open,Close,Volume,Adj Close
27,2020-02-28,329,65,0,2959.719970703125,2855.840087890625,2916.89990234375,2954.219970703125,8563850000,2954.219970703125
28,2020-03-02,467,104,6,3090.9599609375,2945.18994140625,2974.280029296875,3090.22998046875,6376400000,3090.22998046875
29,2020-03-03,504,125,10,3136.719970703125,2976.6298828125,3096.4599609375,3003.3701171875,6355940000,3003.3701171875
30,2020-03-04,538,161,12,3130.969970703125,3034.3798828125,3045.75,3130.1201171875,5035480000,3130.1201171875
31,2020-03-05,649,228,12,3083.0400390625,2999.830078125,3075.699951171875,3023.93994140625,5575550000,3023.93994140625
32,2020-03-06,857,311,15,2985.929931640625,2901.5400390625,2954.199951171875,2972.3701171875,6552140000,2972.3701171875
33,2020-03-09,1107,748,26,2863.889892578125,2734.429931640625,2863.889892578125,2746.56005859375,8423050000,2746.56005859375
34,2020-03-10,1179,1018,31,2882.590087890625,2734.0,2813.47998046875,2882.22998046875,7635960000,2882.22998046875
35,2020-03-11,1351,1263,37,2825.60009765625,2707.219970703125,2825.60009765625,2741.3798828125,7374110000,2741.3798828125
36,2020-03-12,1376,1668,43,2660.949951171875,2478.860107421875,2630.860107421875,2480.639892578125,8829380000,2480.639892578125
37,2020-03-13,1495,2224,50,2711.330078125,2492.3701171875,2569.989990234375,2711.02001953125,8258670000,2711.02001953125
38,2020-03-16,1639,4507,91,2562.97998046875,2380.93994140625,2508.590087890625,2386.1298828125,7781540000,2386.1298828125
39,2020-03-17,1693,5905,116,2553.929931640625,2367.0400390625,2425.659912109375,2529.18994140625,8358500000,2529.18994140625
40,2020-03-18,1693,8345,157,2453.570068359375,2280.52001953125,2436.5,2398.10009765625,8755780000,2398.10009765625
41,2020-03-19,1693,12384,203,2466.969970703125,2319.780029296875,2393.47998046875,2409.389892578125,7946710000,2409.389892578125
42,2020-03-20,1693,17990,264,2453.010009765625,2295.56005859375,2431.93994140625,2304.919921875,9044690000,2304.919921875
43,2020-03-23,1693,43477,550,2300.72998046875,2191.860107421875,2290.7099609375,2237.39990234375,7402180000,2237.39990234375
44,2020-03-24,1693,53892,731,2449.7099609375,2344.43994140625,2344.43994140625,2447.330078125,7547350000,2447.330078125
45,2020-03-25,1693,68489,989,2571.419921875,2407.530029296875,2457.77001953125,2475.56005859375,8285670000,2475.56005859375
46,2020-03-26,1693,85497,1275,2637.010009765625,2500.719970703125,2501.2900390625,2630.070068359375,7753160000,2630.070068359375
47,2020-03-27,1693,102729,1648,2615.909912109375,2520.02001953125,2555.8701171875,2541.469970703125,6194330000,2541.469970703125
48,2020-03-30,1762,163589,3068,2631.800048828125,2545.280029296875,2558.97998046875,2626.64990234375,5746220000,2626.64990234375
49,2020-03-31,1762,188049,3911,2641.389892578125,2571.14990234375,2614.68994140625,2584.590087890625,6568290000,2584.590087890625
50,2020-04-01,1762,214711,4841,2522.75,2447.489990234375,2498.080078125,2470.5,5947900000,2470.5
51,2020-04-02,1762,244034,5952,2533.219970703125,2455.7900390625,2458.5400390625,2526.89990234375,6454990000,2526.89990234375
52,2020-04-03,1762,276501,7121,2538.179931640625,2459.9599609375,2514.919921875,2488.64990234375,6087190000,2488.64990234375
53,2020-04-06,1762,366213,10958,2676.85009765625,2574.570068359375,2578.280029296875,2663.679931640625,6391860000,2663.679931640625
54,2020-04-07,1762,397748,12957,2756.889892578125,2657.669921875,2738.64990234375,2659.409912109375,7040720000,2659.409912109375
55,2020-04-08,1762,429316,14803,2760.75,2663.300048828125,2685.0,2749.97998046875,5856370000,2749.97998046875
56,2020-04-09,1762,463684,16673,2818.570068359375,2762.360107421875,2776.989990234375,2789.820068359375,7880140000,2789.820068359375
57,2020-04-13,1762,580853,23606,2782.4599609375,2721.169921875,2782.4599609375,2761.6298828125,5274310000,2761.6298828125
58,2020-04-14,1762,607285,26080,2851.85009765625,2805.10009765625,2805.10009765625,2846.06005859375,5567400000,2846.06005859375
59,2020-04-15,1762,637056,28582,2801.8798828125,2761.5400390625,2795.639892578125,2783.360107421875,5203390000,2783.360107421875
60,2020-04-16,1762,668533,30723,2806.510009765625,2764.320068359375,2799.340087890625,2799.550048828125,5179990000,2799.550048828125
61,2020-04-17,1762,699853,32910,2879.219970703125,2830.8798828125,2842.429931640625,2874.56005859375,5792140000,2874.56005859375
62,2020-04-20,1762,780449,37795,2868.97998046875,2820.429931640625,2845.6201171875,2823.159912109375,5220160000,2823.159912109375
63,2020-04-21,1762,805771,40316,2785.5400390625,2727.10009765625,2784.81005859375,2736.56005859375,5075830000,2736.56005859375
64,2020-04-22,1762,834338,42495,2815.10009765625,2775.949951171875,2787.889892578125,2799.31005859375,5049660000,2799.31005859375
65,2020-04-23,1762,868019,44516,2844.89990234375,2794.260009765625,2810.419921875,2797.800048828125,5756520000,2797.800048828125
66,2020-04-24,1762,904604,46503,2842.7099609375,2791.760009765625,2812.639892578125,2836.739990234375,5374480000,2836.739990234375
