,Date,value,Open,High,Low,Close,Adj Close,Volume
0,2014-10-03,1.0,4456.810059,4488.069824,4445.720215,4475.620117,4475.620117,1777640000
1,2014-10-08,1.0,4385.700195,4473.72998,4355.339844,4468.589844,4468.589844,2451630000
2,2014-10-10,1.0,4354.629883,4380.509765999999,4276.240234000001,4276.240234000001,4276.240234000001,2765750000
3,2014-10-15,2.0,4154.100098,4231.540039,4116.600098,4215.319824,4215.319824,3058740000
4,2014-10-17,3.0,4275.089844,4296.109863000001,4241.669922,4258.439941,4258.439941,2260070000
5,2014-10-22,3.0,4429.160156,4435.859863000001,4381.279785,4382.850098,4382.850098,1967020000
6,2014-10-29,4.0,4551.370117,4564.439941,4517.02002,4549.22998,4549.22998,2184050000
7,2014-10-31,4.0,4639.450195,4641.509765999999,4616.580078,4630.740234000001,4630.740234000001,2424360000
8,2014-11-05,4.0,4649.470215,4650.390136999999,4607.72998,4620.720215,4620.720215,2001870000
9,2014-11-07,4.0,4636.890136999999,4638.799805,4606.810059,4632.529785,4632.529785,1978830000
10,2014-11-12,4.0,4644.629883,4678.580078,4643.779785,4675.140136999999,4675.140136999999,1773060000
11,2014-11-14,4.0,4679.850098,4688.740234000001,4664.310059,4688.540039,4688.540039,1739950000
12,2014-11-19,4.0,4694.779785,4696.200195,4655.720215,4675.709961,4675.709961,1641560000
13,2014-11-21,4.0,4751.009765999999,4751.600098,4700.72998,4712.970215,4712.970215,1854340000
14,2014-11-26,4.0,4760.22998,4788.0,4757.47998,4787.319824,4787.319824,1362930000
15,2014-12-01,4.0,4777.72998,4782.069824,4724.620117,4727.350098,4727.350098,1893600000
16,2014-12-03,4.0,4761.310059,4781.370117,4745.140136999999,4774.470215,4774.470215,1734510000
17,2014-12-10,4.0,4754.419922,4766.640136999999,4679.25,4684.02002,4684.02002,1850810000
18,2014-12-15,4.0,4679.669922,4690.580078,4592.430176,4605.160156,4605.160156,2143610000
19,2014-12-17,4.0,4556.899902,4651.899902,4550.700195,4644.310059,4644.310059,2279930000
20,2014-12-22,4.0,4759.040039,4781.930176,4757.799805,4781.419922,4781.419922,1720070000
21,2014-12-23,4.0,4798.029785,4798.060059,4761.390136999999,4765.419922,4765.419922,1590820000
22,2014-12-24,4.0,4770.120117,4787.569824,4768.669922,4773.470215,4773.470215,729750000
23,2014-12-26,4.0,4788.060059,4814.950195,4787.850098,4806.859863000001,4806.859863000001,930220000
24,2014-12-29,4.0,4801.259765999999,4813.720215,4798.899902,4806.910156,4806.910156,1227740000
25,2014-12-30,4.0,4793.609863000001,4803.890136999999,4772.879883,4777.439941,4777.439941,1269200000
26,2014-12-31,4.0,4790.529785,4806.430176,4734.109863000001,4736.049805,4736.049805,1515600000
27,2015-01-02,4.0,4760.240234000001,4777.009765999999,4698.109863000001,4726.810059,4726.810059,1435150000
28,2015-01-05,4.0,4700.339844,4702.77002,4641.459961,4652.569824,4652.569824,1794470000
29,2015-01-06,4.0,4666.850098,4667.330078,4567.589844,4592.740234000001,4592.740234000001,2167320000
30,2015-01-07,4.0,4626.839844,4652.720215,4613.899902,4650.470215,4650.470215,1957950000
31,2015-01-14,4.0,4610.759765999999,4655.370117,4595.97998,4639.319824,4639.319824,2073810000
32,2015-01-15,4.0,4657.459961,4663.959961,4567.390136999999,4570.819824,4570.819824,1976260000
33,2015-01-16,4.0,4566.379883,4635.819824,4563.109863000001,4634.379883,4634.379883,1970520000
34,2015-01-20,4.0,4655.839844,4665.649902,4601.100098,4654.850098,4654.850098,1835040000
35,2015-01-21,4.0,4641.950195,4692.459961,4629.589844,4667.419922,4667.419922,1847420000
36,2015-01-22,4.0,4690.930176,4752.600098,4644.569824,4750.399902,4750.399902,1996550000
37,2015-01-23,4.0,4748.189941,4771.180176,4737.950195,4757.879883,4757.879883,1653830000
38,2015-01-26,4.0,4752.359863000001,4774.180176,4734.200195,4771.759765999999,4771.759765999999,1717510000
39,2015-01-27,4.0,4698.22998,4721.870117,4659.830078,4681.5,4681.5,1954160000
40,2015-01-28,4.0,4740.689941,4742.060059,4637.47998,4637.990234000001,4637.990234000001,2118680000
41,2015-01-29,4.0,4635.72998,4688.410156,4601.759765999999,4683.410156,4683.410156,2110710000
42,2015-01-30,4.0,4671.209961,4703.810059,4631.100098,4635.240234000001,4635.240234000001,2264230000
43,2015-02-02,4.0,4650.600098,4676.689941,4580.459961,4676.689941,4676.689941,2006450000
44,2015-02-03,4.0,4693.25,4727.740234000001,4670.819824,4727.740234000001,4727.740234000001,2153520000
45,2015-02-04,4.0,4699.810059,4744.330078,4697.790039,4716.700195,4716.700195,2212960000
46,2015-02-05,4.0,4729.649902,4767.379883,4722.799805,4765.100098,4765.100098,2036590000
47,2015-02-06,4.0,4768.839844,4787.180176,4731.220215,4744.399902,4744.399902,2034060000
48,2015-02-10,4.0,4754.629883,4793.27002,4737.120117,4787.640136999999,4787.640136999999,1773730000
49,2015-02-11,4.0,4788.370117,4810.359863000001,4780.129883,4801.180176,4801.180176,1793630000
50,2015-02-12,4.0,4828.080078,4857.609863000001,4823.569824,4857.609863000001,4857.609863000001,2075470000
51,2015-02-13,4.0,4869.72998,4893.839844,4860.120117,4893.839844,4893.839844,1942240000
52,2015-02-17,4.0,4889.990234000001,4901.890136999999,4880.640136999999,4899.27002,4899.27002,1751490000
53,2015-02-18,4.0,4890.839844,4907.5,4885.600098,4906.359863000001,4906.359863000001,1684800000
54,2015-02-19,4.0,4901.509765999999,4929.529785,4900.629883,4924.700195,4924.700195,1592890000
55,2015-02-20,4.0,4919.779785,4957.02002,4905.589844,4955.970215,4955.970215,1761140000
56,2015-02-23,4.0,4953.100098,4960.970215,4939.560059,4960.970215,4960.970215,1754850000
57,2015-02-25,4.0,4960.359863000001,4984.240234000001,4956.0,4967.140136999999,4967.140136999999,1848560000
58,2015-02-26,4.0,4969.27002,4989.109863000001,4955.509765999999,4987.890136999999,4987.890136999999,1905550000
59,2015-02-27,4.0,4985.029785,4989.25,4960.870117,4963.529785,4963.529785,1955590000
60,2015-03-02,4.0,4973.430176,5008.569824,4972.009765999999,5008.100098,5008.100098,1931110000
61,2015-03-04,4.0,4961.240234000001,4973.319824,4938.899902,4967.140136999999,4967.140136999999,1824830000
62,2015-03-05,4.0,4979.950195,4993.52002,4963.100098,4982.810059,4982.810059,1724200000
63,2015-03-06,4.0,4967.240234000001,4982.930176,4918.629883,4927.370117,4927.370117,1918220000
64,2015-03-10,4.0,4899.509765999999,4903.439941,4859.790039,4859.790039,4859.790039,1876010000
65,2015-03-11,4.0,4866.939941,4876.089844,4846.790039,4849.939941,4849.939941,1846020000
66,2015-03-12,4.0,4853.97998,4895.799805,4853.200195,4893.290039,4893.290039,1855110000
67,2015-03-13,4.0,4885.540039,4904.470215,4842.799805,4871.759765999999,4871.759765999999,1851410000
68,2015-03-16,4.0,4897.27002,4929.939941,4889.089844,4929.509765999999,4929.509765999999,1713480000
69,2015-03-17,4.0,4912.649902,4944.910156,4907.02002,4937.430176,4937.430176,1724370000
70,2015-03-18,4.0,4926.830078,5001.569824,4907.720215,4982.830078,4982.830078,1983570000
71,2015-03-20,4.0,5033.470215,5042.140136999999,5020.069824,5026.419922,5026.419922,2825670000
72,2015-03-23,4.0,5020.600098,5031.390136999999,5010.970215,5010.970215,5010.970215,1608880000
73,2015-03-24,4.0,5010.100098,5032.47998,4994.560059,4994.72998,4994.72998,1611670000
74,2015-03-25,4.0,5002.830078,5006.759765999999,4876.52002,4876.52002,4876.52002,2219520000
75,2015-03-26,4.0,4835.709961,4889.209961,4825.930176,4863.359863000001,4863.359863000001,2004960000
76,2015-03-27,4.0,4863.740234000001,4899.259765999999,4859.660156,4891.220215,4891.220215,1678650000
77,2015-04-07,4.0,4917.5,4948.879883,4909.77002,4910.22998,4910.22998,1572940000
78,2015-04-09,4.0,4950.839844,4975.930176,4928.109863000001,4974.560059,4974.560059,1729750000
79,2015-04-13,4.0,5001.549805,5024.25,4985.959961,4988.25,4988.25,1544190000
80,2015-04-14,4.0,4988.819824,4996.819824,4952.009765999999,4977.290039,4977.290039,1571360000
81,2015-04-15,4.0,4992.620117,5021.189941,4989.240234000001,5011.02002,5011.02002,1795530000
82,2015-04-16,4.0,4999.359863000001,5016.0,4996.0,5007.790039,5007.790039,1662850000
83,2015-04-17,4.0,4966.109863000001,4974.089844,4912.330078,4931.810059,4931.810059,1985190000
84,2015-04-20,4.0,4958.069824,5000.200195,4952.680176,4994.600098,4994.600098,1646340000
85,2015-04-21,4.0,5023.959961,5028.220215,5009.509765999999,5014.100098,5014.100098,1721260000
86,2015-04-22,4.0,5026.569824,5040.649902,4992.620117,5035.169922,5035.169922,1696380000
87,2015-04-23,4.0,5020.220215,5073.089844,5019.290039,5056.060059,5056.060059,1858620000
88,2015-04-24,4.0,5096.339844,5100.370117,5081.209961,5092.080078,5092.080078,1895150000
89,2015-04-27,4.0,5104.359863000001,5119.830078,5053.540039,5060.25,5060.25,2172470000
90,2015-04-28,4.0,5063.259765999999,5075.299805,5006.279785,5055.419922,5055.419922,2032500000
91,2015-04-30,4.0,4996.990234000001,5015.959961,4921.549805,4941.419922,4941.419922,2269290000
92,2015-05-01,4.0,4966.319824,5005.390136999999,4962.740234000001,5005.390136999999,5005.390136999999,1854400000
93,2015-05-04,4.0,5018.350098,5043.620117,5013.02002,5016.930176,5016.930176,1668200000
94,2015-05-05,4.0,5000.200195,5008.27002,4934.339844,4939.330078,4939.330078,2069490000
95,2015-05-06,4.0,4956.700195,4965.100098,4888.169922,4919.640136999999,4919.640136999999,2144620000
