,season,year,week,age_0_4,age_5_24,age_25_49,age_25_64,age_50_64,age_65,ilitotal,total_patients,num_of_providers,unweighted_ili,weighted_ili,Date,Open,High,Low,Close,Adj Close,Volume
19,2008-09,2009,20,4188,12026,,4136.0,,424,20774,544432,1331,0.038157199999999995,0.0192171,2009-05-21,900.419983,900.419983,879.6099849999999,888.330017,888.330017,6019840000
20,2008-09,2009,21,4496,12461,,4950.0,,487,22394,531526,1314,0.0421315,0.018611000000000003,2009-05-28,892.9600220000001,909.4500119999999,887.599976,906.830017,906.830017,5738980000
21,2008-09,2009,22,3865,8615,,4213.0,,412,17105,538177,1305,0.0317832,0.0168423,2009-06-04,932.48999,942.4699710000001,929.320007,942.4600220000001,942.4600220000001,5352890000
22,2008-09,2009,23,3072,5660,,3276.0,,384,12392,493761,1296,0.0250972,0.017393000000000002,2009-06-11,939.0399779999999,956.2299800000001,939.0399779999999,944.8900150000001,944.8900150000001,5500840000
23,2008-09,2009,24,2623,4740,,3084.0,,333,10780,521701,1280,0.0206632,0.018300099999999996,2009-06-18,910.8599849999999,921.929993,907.9400019999999,918.3699949999999,918.3699949999999,4684010000
24,2008-09,2009,25,2299,3700,,2476.0,,326,8801,512268,1279,0.0171805,0.0158128,2009-06-25,899.4500119999999,921.419983,896.2700199999999,920.26001,920.26001,4911240000
25,2008-09,2009,26,2145,2893,,2023.0,,361,7422,475877,1237,0.015596500000000001,0.0149172,2009-07-02,921.23999,921.23999,896.419983,896.419983,896.419983,3931000000
26,2008-09,2009,27,1701,2481,,1815.0,,293,6290,480680,1246,0.0130856,0.013890000000000001,2009-07-09,881.2800289999999,887.8599849999999,878.4500119999999,882.679993,882.679993,4347170000
27,2008-09,2009,28,1581,2437,,1708.0,,238,5964,502466,1248,0.0118695,0.0134702,2009-07-16,930.169983,943.9600220000001,927.4500119999999,940.73999,940.73999,4898640000
28,2008-09,2009,29,1608,2285,,1611.0,,231,5735,503971,1248,0.0113796,0.011605599999999999,2009-07-23,954.070007,979.419983,953.2700199999999,976.2899779999999,976.2899779999999,5761650000
29,2008-09,2009,30,1519,2199,,1575.0,,294,5587,485804,1254,0.0115005,0.012085,2009-07-30,976.01001,996.679993,976.01001,986.75,986.75,6035180000
30,2008-09,2009,31,1651,2082,,1530.0,,263,5526,496666,1230,0.0111262,0.0115544,2009-08-06,1004.0599980000001,1008.0,992.48999,997.080017,997.080017,6753380000
31,2008-09,2009,32,1645,2321,,1646.0,,265,5877,506019,1234,0.011614200000000002,0.011451799999999998,2009-08-13,1005.8599849999999,1013.1400150000001,1000.820007,1012.7299800000001,1012.7299800000001,5250660000
32,2008-09,2009,33,2167,4210,,2168.0,,396,8941,544827,1286,0.0164107,0.014663999999999998,2009-08-20,996.409973,1008.919983,996.3900150000001,1007.3699949999999,1007.3699949999999,4893160000
33,2008-09,2009,34,2883,8253,,2977.0,,443,14556,588916,1320,0.0247166,0.0238017,2009-08-27,1027.810059,1033.329956,1016.2000119999999,1030.97998,1030.97998,5785880000
34,2009-10,2009,35,3713,13114,,3982.0,,541,21350,573972,1358,0.0371969,0.0344681,2009-09-03,996.1199949999999,1003.429993,992.25,1003.23999,1003.23999,4624280000
35,2009-10,2009,36,4087,13407,,4547.0,,520,22561,571201,1367,0.039497500000000005,0.0405315,2009-09-10,1032.98999,1044.140015,1028.040039,1044.140015,1044.140015,5191380000
36,2009-10,2009,37,4445,15326,,5668.0,,652,26091,638302,1380,0.0408756,0.0426621,2009-09-17,1067.869995,1074.77002,1061.199951,1065.48999,1065.48999,6668110000
37,2009-10,2009,38,4462,14152,,5252.0,,588,24454,608464,1313,0.0401897,0.0421579,2009-09-24,1062.560059,1066.290039,1045.849976,1050.780029,1050.780029,5505610000
38,2009-10,2009,39,4974,16291,,6090.0,,564,27919,606458,1331,0.0460362,0.048861,2009-10-01,1054.910034,1054.910034,1029.449951,1029.849976,1029.849976,5791450000
39,2009-10,2009,40,9302,27406,8554.0,,,903,48420,855346,2056,0.0566087,0.0606923,2009-10-08,1060.030029,1070.670044,1060.030029,1065.47998,1065.47998,4988400000
40,2009-10,2009,41,11527,32585,10271.0,,,1013,58196,853912,2134,0.0681522,0.0709467,2009-10-15,1090.359985,1096.560059,1086.410034,1096.560059,1096.560059,5369780000
41,2009-10,2009,42,13187,39364,12399.0,,,1070,69068,906536,2162,0.07618889999999999,0.077151,2009-10-22,1080.959961,1095.209961,1074.310059,1092.910034,1092.910034,5192410000
42,2009-10,2009,43,13174,36860,12166.0,,,1128,66411,898860,2167,0.07388360000000001,0.0755134,2009-10-29,1043.689941,1066.829956,1043.689941,1066.109985,1066.109985,5595040000
43,2009-10,2009,44,12161,30860,10250.0,,,1074,57017,899425,2197,0.0633927,0.0667118,2009-11-05,1047.300049,1066.650024,1047.300049,1066.630005,1066.630005,4848350000
44,2009-10,2009,45,10151,21112,8174.0,,,978,42729,864348,2191,0.0494349,0.05206330000000001,2009-11-12,1098.310059,1101.969971,1084.900024,1087.23999,1087.23999,4160250000
45,2009-10,2009,46,8979,14652,6163.0,,,883,32520,853552,2157,0.0380996,0.040447699999999996,2009-11-19,1106.439941,1106.439941,1088.400024,1094.900024,1094.900024,4178030000
46,2009-10,2009,48,7195,7988,4259.0,,,818,21730,814550,2122,0.026677299999999998,0.026902299999999997,2009-12-03,1110.589966,1117.280029,1098.73999,1099.920044,1099.920044,4810030000
47,2009-10,2009,49,6490,7218,3588.0,,,715,19325,781811,2093,0.0247183,0.024711900000000002,2009-12-10,1098.689941,1106.25,1098.689941,1102.349976,1102.349976,3996490000
48,2009-10,2009,50,6275,5785,3249.0,,,659,17081,728401,2014,0.02345,0.0244773,2009-12-17,1106.359985,1106.359985,1095.880005,1096.079956,1096.079956,7615070000
49,2009-10,2009,51,6078,4127,2677.0,,,644,14575,536961,1934,0.0271435,0.0264594,2009-12-24,1121.079956,1126.47998,1121.079956,1126.47998,1126.47998,1267710000
50,2009-10,2009,52,6598,3726,3202.0,,,803,15613,583299,1937,0.026766700000000004,0.0261567,2009-12-31,1126.599976,1127.640015,1114.810059,1115.099976,1115.099976,2076990000
51,2009-10,2010,1,4998,3961,3333.0,,,763,14299,721138,1996,0.019828400000000003,0.019071200000000003,2010-01-08,1140.52002,1145.390015,1136.219971,1144.97998,1144.97998,4389590000
52,2009-10,2010,2,4877,4614,2793.0,,,622,14088,770895,2016,0.018274900000000004,0.0186738,2010-01-15,1147.719971,1147.77002,1131.390015,1136.030029,1136.030029,4758730000
53,2009-10,2010,3,5399,5079,2693.0,,,578,14757,766177,2053,0.0192606,0.0188072,2010-01-22,1115.48999,1115.48999,1090.180054,1091.76001,1091.76001,6208650000
54,2009-10,2010,4,5333,5655,2560.0,,,528,15122,785580,2026,0.0192495,0.019690799999999998,2010-01-29,1087.609985,1096.449951,1071.589966,1073.869995,1073.869995,5412850000
55,2009-10,2010,5,5816,6142,2581.0,,,550,16037,767773,1996,0.020887700000000002,0.0211387,2010-02-05,1064.119995,1067.130005,1044.5,1066.189941,1066.189941,6438900000
56,2009-10,2010,6,5496,5577,2644.0,,,658,15381,756068,1977,0.0203434,0.0209695,2010-02-12,1075.949951,1077.810059,1062.969971,1075.51001,1075.51001,4160680000
57,2009-10,2010,7,5388,5536,2649.0,,,498,15065,762208,1954,0.0197649,0.019029400000000002,2010-02-19,1105.48999,1112.420044,1100.800049,1109.170044,1109.170044,3944280000
58,2009-10,2010,8,5040,6207,2943.0,,,679,16087,806925,1990,0.0199362,0.0196951,2010-02-26,1103.099976,1107.23999,1097.560059,1104.48999,1104.48999,3945190000
59,2009-10,2010,9,4281,5685,2763.0,,,672,14486,781411,1953,0.018538299999999997,0.0192331,2010-03-05,1125.119995,1139.380005,1125.119995,1138.699951,1138.699951,4133000000
60,2009-10,2010,10,4612,5270,2660.0,,,700,14354,768702,1946,0.018673,0.0189659,2010-03-12,1151.709961,1153.410034,1146.969971,1149.98999,1149.98999,4928160000
61,2009-10,2010,11,4063,4466,2468.0,,,628,12601,741293,1933,0.0169987,0.017518099999999998,2010-03-19,1166.680054,1169.199951,1155.329956,1159.900024,1159.900024,5212410000
62,2009-10,2010,12,3625,4108,2097.0,,,534,11191,747358,1917,0.0149741,0.015263200000000001,2010-03-26,1167.579956,1173.930054,1161.47998,1166.589966,1166.589966,4708420000
63,2009-10,2010,14,3090,2933,1718.0,,,428,8813,730068,1850,0.0120715,0.012231299999999999,2010-04-09,1187.469971,1194.660034,1187.150024,1194.369995,1194.369995,4511570000
64,2009-10,2010,15,3117,3110,1572.0,,,404,8801,749563,1831,0.0117415,0.011775399999999998,2010-04-16,1210.170044,1210.170044,1186.77002,1192.130005,1192.130005,8108470000
65,2009-10,2010,16,2921,3044,1461.0,,,414,8362,719580,1765,0.011620700000000001,0.010911200000000001,2010-04-23,1207.869995,1217.280029,1205.099976,1217.280029,1217.280029,5326060000
66,2009-10,2010,17,3081,2972,1435.0,,,395,8440,720054,1755,0.011721299999999999,0.0111958,2010-04-30,1206.77002,1207.98999,1186.319946,1186.689941,1186.689941,6048260000
67,2009-10,2010,18,2781,2901,1385.0,,,365,7914,705551,1710,0.011216799999999999,0.010816899999999999,2010-05-07,1127.040039,1135.130005,1094.150024,1110.880005,1110.880005,9472910000
68,2009-10,2010,19,2851,2645,1363.0,,,347,7697,669414,1664,0.0114981,0.011249700000000001,2010-05-14,1157.189941,1157.189941,1126.140015,1135.680054,1135.680054,6126400000
69,2009-10,2010,20,2816,2553,1364.0,,,372,7603,670887,1624,0.011332799999999999,0.010619700000000001,2010-05-21,1067.26001,1090.160034,1055.900024,1087.689941,1087.689941,5452130000
70,2009-10,2010,21,2636,2188,1235.0,,,349,6853,633532,1497,0.010817100000000001,0.010890899999999998,2010-05-28,1102.589966,1102.589966,1084.780029,1089.410034,1089.410034,4871210000
71,2009-10,2010,22,2413,2172,1212.0,,,335,6595,549773,1421,0.0119959,0.011776,2010-06-04,1098.430054,1098.430054,1060.5,1064.880005,1064.880005,6180580000
72,2009-10,2010,23,2147,1831,1081.0,,,322,5755,604004,1435,0.00952808,0.009749299999999999,2010-06-11,1082.650024,1092.25,1077.119995,1091.599976,1091.599976,4059280000
73,2009-10,2010,24,1975,1784,978.0,,,240,5316,580329,1405,0.00916032,0.00987132,2010-06-18,1116.160034,1121.01001,1113.930054,1117.51001,1117.51001,4555360000
74,2009-10,2010,25,2027,1779,882.0,,,249,5334,575664,1384,0.00926582,0.00995991,2010-06-25,1075.099976,1083.560059,1067.890015,1076.76001,1076.76001,5128840000
75,2009-10,2010,26,1754,1541,862.0,,,238,4718,542536,1347,0.008696200000000001,0.00904726,2010-07-02,1027.650024,1032.949951,1015.929993,1022.580017,1022.580017,3968500000
76,2009-10,2010,27,1753,1566,816.0,,,222,4691,519414,1353,0.00903133,0.00941927,2010-07-09,1070.5,1078.160034,1068.099976,1077.959961,1077.959961,3506570000
77,2009-10,2010,28,1458,1450,819.0,,,209,4234,547187,1284,0.00773776,0.00880415,2010-07-16,1093.849976,1093.849976,1063.319946,1064.880005,1064.880005,5297350000
78,2009-10,2010,29,1323,1335,759.0,,,198,3950,531790,1265,0.00742774,0.00842615,2010-07-23,1092.170044,1103.72998,1087.880005,1102.660034,1102.660034,4524570000
79,2009-10,2010,30,1290,1279,805.0,,,174,3850,526723,1250,0.00730934,0.00858382,2010-07-30,1098.439941,1106.439941,1088.01001,1101.599976,1101.599976,4006450000
80,2009-10,2010,31,1381,1357,839.0,,,209,4077,518121,1241,0.00786882,0.0083383,2010-08-06,1122.069946,1123.060059,1107.170044,1121.640015,1121.640015,3857890000
81,2009-10,2010,32,1378,1307,809.0,,,214,4008,525260,1212,0.00763051,0.00847437,2010-08-13,1082.219971,1086.25,1079.0,1079.25,1079.25,3328890000
82,2009-10,2010,33,1485,1592,883.0,,,198,4518,537190,1225,0.00841043,0.00888273,2010-08-20,1075.630005,1075.630005,1063.910034,1071.689941,1071.689941,3761570000
83,2009-10,2010,34,1520,1592,811.0,,,202,4420,558382,1235,0.00791573,0.00765372,2010-08-27,1049.27002,1065.209961,1039.699951,1064.589966,1064.589966,4102460000
84,2009-10,2010,35,1564,1866,1019.0,,,204,5007,548573,1170,0.00912732,0.0091858,2010-09-03,1093.609985,1105.099976,1093.609985,1104.51001,1104.51001,3534500000
85,2009-10,2010,36,1850,1959,1076.0,,,234,5493,531250,1198,0.0103398,0.0101432,2010-09-10,1104.569946,1110.880005,1103.920044,1109.550049,1109.550049,3061160000
86,2009-10,2010,37,1720,2118,1061.0,,,253,5510,589930,1210,0.00934009,0.010123299999999998,2010-09-17,1126.390015,1131.469971,1122.430054,1125.589966,1125.589966,4086140000
87,2009-10,2010,38,2134,2510,1291.0,,,326,6741,623077,1206,0.0108189,0.011180299999999999,2010-09-24,1131.689941,1148.900024,1131.689941,1148.670044,1148.670044,4123950000
88,2009-10,2010,39,1995,2383,1269.0,,,294,6387,599366,1254,0.010656299999999999,0.011180599999999999,2010-10-01,1143.48999,1150.300049,1139.420044,1146.23999,1146.23999,4298910000
89,2010-11,2010,40,2627,3142,1677.0,,,400,8473,746485,1838,0.0113505,0.011093899999999999,2010-10-08,1158.359985,1167.72998,1155.579956,1165.150024,1165.150024,3871420000
90,2010-11,2010,41,2953,3522,1779.0,,,444,9347,746230,1875,0.0125256,0.0124341,2010-10-15,1177.469971,1181.199951,1167.119995,1176.189941,1176.189941,5724910000
91,2010-11,2010,42,3044,3641,1898.0,,,411,9684,777397,1907,0.012457,0.0125726,2010-10-22,1180.52002,1183.930054,1178.98999,1183.079956,1183.079956,3177890000
92,2010-11,2010,43,3226,3822,1754.0,,,420,9904,781234,1929,0.0126774,0.0125734,2010-10-29,1183.869995,1185.459961,1179.699951,1183.26001,1183.26001,3537880000
93,2010-11,2010,44,3451,4397,1981.0,,,455,11020,766753,1947,0.0143723,0.014341399999999999,2010-11-05,1221.199951,1227.079956,1220.290039,1225.849976,1225.849976,5637460000
94,2010-11,2010,45,3927,4679,1956.0,,,511,11807,769982,1940,0.015334100000000002,0.015183799999999999,2010-11-12,1209.069946,1210.5,1194.079956,1199.209961,1199.209961,4213620000
95,2010-11,2010,46,4416,5322,2327.0,,,497,13336,787038,1921,0.016944499999999998,0.0161617,2010-11-19,1196.119995,1199.969971,1189.439941,1199.72998,1199.72998,3675390000
96,2010-11,2010,47,4598,4145,2043.0,,,550,12079,606527,1938,0.019915000000000002,0.018437799999999997,2010-11-26,1194.160034,1194.160034,1186.930054,1189.400024,1189.400024,1613820000
97,2010-11,2010,48,5045,4978,2440.0,,,619,13997,772016,1964,0.0181305,0.017253499999999998,2010-12-03,1219.930054,1225.569946,1216.819946,1224.709961,1224.709961,3735780000
98,2010-11,2010,49,5060,5867,2511.0,,,627,14958,742606,1936,0.0201426,0.0187923,2010-12-10,1233.849976,1240.400024,1232.579956,1240.400024,1240.400024,4547310000
99,2010-11,2010,50,6300,7194,2847.0,,,650,18022,704923,1916,0.025565900000000003,0.023371,2010-12-17,1243.630005,1245.810059,1239.869995,1243.910034,1243.910034,4632470000
100,2010-11,2010,52,7478,5764,4455.0,,,1068,20346,592880,1887,0.0343172,0.03136,2010-12-31,1256.76001,1259.339966,1254.189941,1257.640015,1257.640015,1799770000
