,Date,value,Open,High,Low,Close,Adj Close,Volume
0,2014-10-03,1.0,1948.119995,1971.189941,1948.119995,1967.9000239999998,1967.9000239999998,3560970000
1,2014-10-08,1.0,1935.550049,1970.359985,1925.25,1968.890015,1968.890015,4441890000
2,2014-10-10,1.0,1925.630005,1936.97998,1906.050049,1906.130005,1906.130005,4550540000
3,2014-10-15,2.0,1874.180054,1874.180054,1820.660034,1862.4899899999998,1862.4899899999998,6090800000
4,2014-10-17,3.0,1864.910034,1898.160034,1864.910034,1886.7600100000002,1886.7600100000002,4482120000
5,2014-10-22,3.0,1941.290039,1949.310059,1926.8299559999998,1927.109985,1927.109985,3761930000
6,2014-10-29,4.0,1983.290039,1991.4000239999998,1969.040039,1982.300049,1982.300049,3740350000
7,2014-10-31,4.0,2001.199951,2018.189941,2001.199951,2018.050049,2018.050049,4292290000
8,2014-11-05,4.0,2015.290039,2023.77002,2014.4200440000002,2023.569946,2023.569946,3766590000
9,2014-11-07,4.0,2032.359985,2034.2600100000002,2025.069946,2031.9200440000002,2031.9200440000002,3704280000
10,2014-11-12,4.0,2037.75,2040.3299559999998,2031.949951,2038.25,2038.25,3246650000
11,2014-11-14,4.0,2039.7399899999998,2042.219971,2035.199951,2039.819946,2039.819946,3227130000
12,2014-11-19,4.0,2051.159912,2052.139893,2040.369995,2048.719971,2048.719971,3390850000
13,2014-11-21,4.0,2057.459961,2071.459961,2056.75,2063.5,2063.5,3916420000
14,2014-11-26,4.0,2067.360107,2073.290039,2066.6201170000004,2072.830078,2072.830078,2745260000
15,2014-12-01,4.0,2065.780029,2065.780029,2049.570068,2053.439941,2053.439941,4159010000
16,2014-12-03,4.0,2067.449951,2076.280029,2066.649902,2074.330078,2074.330078,3612680000
17,2014-12-10,4.0,2058.860107,2058.860107,2024.2600100000002,2026.140015,2026.140015,4114440000
18,2014-12-15,4.0,2005.030029,2018.689941,1982.2600100000002,1989.630005,1989.630005,4361990000
19,2014-12-17,4.0,1973.77002,2016.75,1973.77002,2012.890015,2012.890015,4942370000
20,2014-12-22,4.0,2069.280029,2078.76001,2069.280029,2078.540039,2078.540039,3369520000
21,2014-12-23,4.0,2081.47998,2086.72998,2079.77002,2082.169922,2082.169922,3043950000
22,2014-12-24,4.0,2083.25,2087.560059,2081.860107,2081.8798829999996,2081.8798829999996,1416980000
23,2014-12-26,4.0,2084.300049,2092.699951,2084.300049,2088.77002,2088.77002,1735230000
24,2014-12-29,4.0,2087.6298829999996,2093.550049,2085.75,2090.570068,2090.570068,2452360000
25,2014-12-30,4.0,2088.48999,2088.48999,2079.530029,2080.350098,2080.350098,2440280000
26,2014-12-31,4.0,2082.110107,2085.580078,2057.939941,2058.899902,2058.899902,2606070000
27,2015-01-02,4.0,2058.899902,2072.360107,2046.040039,2058.199951,2058.199951,2708700000
28,2015-01-05,4.0,2054.439941,2054.439941,2017.339966,2020.5799559999998,2020.5799559999998,3799120000
29,2015-01-06,4.0,2022.1500239999998,2030.25,1992.439941,2002.609985,2002.609985,4460110000
30,2015-01-07,4.0,2005.550049,2029.609985,2005.550049,2025.9000239999998,2025.9000239999998,3805480000
31,2015-01-14,4.0,2018.4000239999998,2018.4000239999998,1988.439941,2011.27002,2011.27002,4378680000
32,2015-01-15,4.0,2013.75,2021.3499760000002,1991.469971,1992.6700440000002,1992.6700440000002,4276720000
33,2015-01-16,4.0,1992.25,2020.459961,1988.119995,2019.4200440000002,2019.4200440000002,4056410000
34,2015-01-20,4.0,2020.7600100000002,2028.939941,2004.4899899999998,2022.550049,2022.550049,3944340000
35,2015-01-21,4.0,2020.189941,2038.290039,2012.040039,2032.119995,2032.119995,3730070000
36,2015-01-22,4.0,2034.300049,2064.6201170000004,2026.380005,2063.149902,2063.149902,4176050000
37,2015-01-23,4.0,2062.97998,2062.97998,2050.540039,2051.820068,2051.820068,3573560000
38,2015-01-26,4.0,2050.419922,2057.6201170000004,2040.969971,2057.090088,2057.090088,3465760000
39,2015-01-27,4.0,2047.859985,2047.859985,2019.910034,2029.550049,2029.550049,3329810000
40,2015-01-28,4.0,2032.339966,2042.4899899999998,2001.4899899999998,2002.160034,2002.160034,4067530000
41,2015-01-29,4.0,2002.449951,2024.640015,1989.180054,2021.25,2021.25,4127140000
42,2015-01-30,4.0,2019.3499760000002,2023.319946,1993.380005,1994.9899899999998,1994.9899899999998,4568650000
43,2015-02-02,4.0,1996.6700440000002,2021.660034,1980.9000239999998,2020.8499760000002,2020.8499760000002,4008330000
44,2015-02-03,4.0,2022.709961,2050.300049,2022.709961,2050.030029,2050.030029,4615900000
45,2015-02-04,4.0,2048.860107,2054.73999,2036.719971,2041.5100100000002,2041.5100100000002,4141920000
46,2015-02-05,4.0,2043.449951,2063.550049,2043.449951,2062.52002,2062.52002,3821990000
47,2015-02-06,4.0,2062.280029,2072.399902,2049.969971,2055.469971,2055.469971,4232970000
48,2015-02-10,4.0,2049.3798829999996,2070.860107,2048.6201170000004,2068.590088,2068.590088,3669850000
49,2015-02-11,4.0,2068.550049,2073.47998,2057.98999,2068.530029,2068.530029,3596860000
50,2015-02-12,4.0,2069.97998,2088.530029,2069.97998,2088.47998,2088.47998,3788350000
51,2015-02-13,4.0,2088.780029,2097.030029,2086.699951,2096.98999,2096.98999,3527450000
52,2015-02-17,4.0,2096.469971,2101.300049,2089.800049,2100.340088,2100.340088,3361750000
53,2015-02-18,4.0,2099.159912,2100.22998,2092.149902,2099.679932,2099.679932,3370020000
54,2015-02-19,4.0,2099.25,2102.1298829999996,2090.790039,2097.449951,2097.449951,3247100000
55,2015-02-20,4.0,2097.649902,2110.610107,2085.439941,2110.300049,2110.300049,3281600000
56,2015-02-23,4.0,2109.830078,2110.050049,2103.0,2109.659912,2109.659912,3093680000
57,2015-02-25,4.0,2115.300049,2119.590088,2109.889893,2113.860107,2113.860107,3312340000
58,2015-02-26,4.0,2113.909912,2113.909912,2103.76001,2110.73999,2110.73999,3408690000
59,2015-02-27,4.0,2110.8798829999996,2112.73999,2103.75,2104.5,2104.5,3547380000
60,2015-03-02,4.0,2105.22998,2117.52002,2104.5,2117.389893,2117.389893,3409490000
61,2015-03-04,4.0,2107.719971,2107.719971,2094.48999,2098.530029,2098.530029,3421110000
