,Date,fips,cases,deaths,High,Low,Open,Close,Volume,Adj Close
0,2020-01-21,53,1,0,29341.2109375,29146.470703125,29269.05078125,29196.0390625,320640000,29196.0390625
1,2020-01-22,53,1,0,29320.19921875,29172.259765625,29263.630859375,29186.26953125,283440000,29186.26953125
2,2020-01-23,53,1,0,29190.470703125,28966.98046875,29111.01953125,29160.08984375,307060000,29160.08984375
3,2020-01-24,70,2,0,29288.7890625,28843.310546875,29230.390625,28989.73046875,380010000,28989.73046875
4,2020-01-27,80,5,0,28671.7890625,28440.470703125,28542.490234375,28535.80078125,337270000,28535.80078125
5,2020-01-28,80,5,0,28823.23046875,28575.75,28594.279296875,28722.849609375,330140000,28722.849609375
6,2020-01-29,80,5,0,28944.240234375,28728.189453125,28820.529296875,28734.44921875,302290000,28734.44921875
7,2020-01-30,80,6,0,28879.7109375,28489.759765625,28640.16015625,28859.439453125,326850000,28859.439453125
8,2020-01-31,80,7,0,28813.0390625,28169.529296875,28813.0390625,28256.029296875,403890000,28256.029296875
9,2020-02-03,105,11,0,28630.390625,28319.650390625,28319.650390625,28399.810546875,307910000,28399.810546875
10,2020-02-04,105,11,0,28904.880859375,28696.740234375,28696.740234375,28807.630859375,332750000,28807.630859375
11,2020-02-05,160,12,0,29308.890625,29000.849609375,29048.73046875,29290.849609375,357540000,29290.849609375
12,2020-02-06,160,12,0,29408.05078125,29246.9296875,29388.580078125,29379.76953125,263700000,29379.76953125
13,2020-02-07,160,12,0,29286.919921875,29056.98046875,29286.919921875,29102.509765625,252860000,29102.509765625
14,2020-02-10,160,13,0,29278.0703125,28995.66015625,28995.66015625,29276.8203125,250510000,29276.8203125
15,2020-02-11,160,13,0,29415.390625,29210.470703125,29390.7109375,29276.33984375,279540000,29276.33984375
16,2020-02-12,208,14,0,29568.5703125,29406.75,29406.75,29551.419921875,309530000,29551.419921875
17,2020-02-13,208,15,0,29535.400390625,29345.9296875,29436.029296875,29423.310546875,291150000,29423.310546875
18,2020-02-14,208,15,0,29463.0390625,29283.1796875,29440.470703125,29398.080078125,231000000,29398.080078125
19,2020-02-18,239,25,0,29330.16015625,29116.810546875,29282.779296875,29232.189453125,256600000,29232.189453125
20,2020-02-19,239,25,0,29409.08984375,29274.380859375,29312.69921875,29348.029296875,240640000,29348.029296875
21,2020-02-20,239,27,0,29368.44921875,28959.650390625,29296.25,29219.98046875,287780000,29219.98046875
22,2020-02-21,239,30,0,29146.529296875,28892.69921875,29146.529296875,28992.41015625,311210000,28992.41015625
23,2020-02-24,239,43,0,28402.9296875,27912.439453125,28402.9296875,27960.80078125,452580000,27960.80078125
24,2020-02-25,288,45,0,28149.19921875,26997.619140625,28037.650390625,27081.359375,513270000,27081.359375
25,2020-02-26,288,60,0,27542.779296875,26890.970703125,27159.4609375,26957.58984375,472450000,26957.58984375
26,2020-02-27,288,60,0,26775.310546875,25752.8203125,26526.0,25766.640625,664980000,25766.640625
27,2020-02-28,329,65,0,25494.240234375,24681.009765625,25270.830078125,25409.359375,915990000,25409.359375
28,2020-03-02,467,104,6,26706.169921875,25391.9609375,25590.509765625,26703.3203125,637200000,26703.3203125
29,2020-03-03,504,125,10,27084.58984375,25706.279296875,26762.470703125,25917.41015625,647080000,25917.41015625
30,2020-03-04,538,161,12,27102.33984375,26286.310546875,26383.6796875,27090.859375,457590000,27090.859375
31,2020-03-05,649,228,12,26671.919921875,25943.330078125,26671.919921875,26121.279296875,477370000,26121.279296875
32,2020-03-06,857,311,15,25994.380859375,25226.619140625,25457.2109375,25864.779296875,599780000,25864.779296875
33,2020-03-09,1107,748,26,24992.359375,23706.0703125,24992.359375,23851.01953125,750430000,23851.01953125
34,2020-03-10,1179,1018,31,25020.990234375,23690.33984375,24453.0,25018.16015625,654860000,25018.16015625
35,2020-03-11,1351,1263,37,24604.630859375,23328.3203125,24604.630859375,23553.220703125,663960000,23553.220703125
36,2020-03-12,1376,1668,43,22837.94921875,21154.4609375,22184.7109375,21200.619140625,908260000,21200.619140625
37,2020-03-13,1495,2224,50,23189.759765625,21285.369140625,21973.8203125,23185.619140625,843080000,23185.619140625
38,2020-03-16,1639,4507,91,21768.279296875,20116.4609375,20917.529296875,20188.51953125,770130000,20188.51953125
39,2020-03-17,1693,5905,116,21379.349609375,19882.259765625,20487.05078125,21237.380859375,793060000,21237.380859375
40,2020-03-18,1693,8345,157,20489.330078125,18917.4609375,20188.689453125,19898.919921875,871360000,19898.919921875
41,2020-03-19,1693,12384,203,20442.630859375,19177.130859375,19830.009765625,20087.189453125,780300000,20087.189453125
42,2020-03-20,1693,17990,264,20531.259765625,19094.26953125,20253.150390625,19173.98046875,872290000,19173.98046875
43,2020-03-23,1693,43477,550,19121.009765625,18213.650390625,19028.359375,18591.9296875,787970000,18591.9296875
44,2020-03-24,1693,53892,731,20737.69921875,19649.25,19722.189453125,20704.91015625,799340000,20704.91015625
45,2020-03-25,1693,68489,989,22019.9296875,20538.33984375,21050.33984375,21200.55078125,796320000,21200.55078125
46,2020-03-26,1693,85497,1275,22595.060546875,21427.099609375,21468.380859375,22552.169921875,705180000,22552.169921875
47,2020-03-27,1693,102729,1648,22327.5703125,21469.26953125,21898.470703125,21636.779296875,588830000,21636.779296875
48,2020-03-30,1762,163589,3068,22378.08984375,21522.080078125,21678.220703125,22327.48046875,545540000,22327.48046875
49,2020-03-31,1762,188049,3911,22480.369140625,21852.080078125,22208.419921875,21917.16015625,571210000,21917.16015625
50,2020-04-01,1762,214711,4841,21487.240234375,20784.4296875,21227.380859375,20943.509765625,506680000,20943.509765625
51,2020-04-02,1762,244034,5952,21477.76953125,20735.01953125,20819.4609375,21413.439453125,529540000,21413.439453125
52,2020-04-03,1762,276501,7121,21447.810546875,20863.08984375,21285.9296875,21052.529296875,450010000,21052.529296875
53,2020-04-06,1762,366213,10958,22783.44921875,21693.630859375,21693.630859375,22679.990234375,610760000,22679.990234375
54,2020-04-07,1762,397748,12957,23617.240234375,22634.44921875,23537.439453125,22653.859375,594660000,22653.859375
55,2020-04-08,1762,429316,14803,23513.400390625,22682.990234375,22893.470703125,23433.5703125,472740000,23433.5703125
56,2020-04-09,1762,463684,16673,24008.990234375,23504.08984375,23690.66015625,23719.369140625,566400000,23719.369140625
57,2020-04-13,1762,580853,23606,23698.9296875,23095.349609375,23698.9296875,23390.76953125,394320000,23390.76953125
58,2020-04-14,1762,607285,26080,24040.580078125,23683.439453125,23690.5703125,23949.759765625,485910000,23949.759765625
59,2020-04-15,1762,637056,28582,23649.720703125,23233.3203125,23600.720703125,23504.349609375,437630000,23504.349609375
60,2020-04-16,1762,668533,30723,23598.080078125,23211.380859375,23543.66015625,23537.6796875,471050000,23537.6796875
61,2020-04-17,1762,699853,32910,24264.2109375,23817.150390625,23817.150390625,24242.490234375,525950000,24242.490234375
62,2020-04-20,1762,780449,37795,24108.689453125,23627.189453125,24095.099609375,23650.439453125,423410000,23650.439453125
63,2020-04-21,1762,805771,40316,23365.25,22941.880859375,23365.25,23018.880859375,485140000,23018.880859375
64,2020-04-22,1762,834338,42495,23613.099609375,23339.599609375,23437.33984375,23475.8203125,352880000,23475.8203125
65,2020-04-23,1762,868019,44516,23885.359375,23483.349609375,23543.08984375,23515.259765625,389290000,23515.259765625
66,2020-04-24,1762,904604,46503,23826.0,23417.6796875,23628.240234375,23775.26953125,376020000,23775.26953125
